source,id,doi,title,abstract,authors,published,pdf_url,topics,journal,assigned_sectors,provenance_sources,query_sector
UNZA DSpace,oai:dspace.unza.zm:123456789/6138,,Detection of Vancomycin resistant Enterococci from clinical specimens at University Teaching Hospitals,"Enterococci are commensal gram-positive bacteria in the gastrointestinal tract of humans. They have emerged as important nosocomial pathogens due to their ability to acquire and confer antimicrobial resistance genes, hence making management of infections due to Enterococcus species difficult. Resistance to glycopeptide antibiotics, especially Vancomycin is of special concern as Vancomycin resistant genes are encoded on plasmids which can be transferred to other organisms. Currently, there is no documented information relating to the occurrence and resistance genes of VRE at the University Teaching Hospitals (UTH’s) in Lusaka Zambia. To isolate and determine the occurrence of Vancomycin resistant Enterococcus (VRE), and the genes responsible for VRE resistance from blood, urine and pus specimens received in the Microbiology Laboratory at the UTH’s, Lusaka. This was a cross-sectional study. Enterococci were isolated from urine, pus and blood specimens submitted to UTH’s Microbiology Laboratory from July to August 2017. Enterococci isolation was done by culture of specimens on blood agar, cystine lactose electrolyte deficient medium (CLED), and Bile Esculin Azide (BEA) agar. Presumptive identification of VRE isolates was carried out using Brilliance VRE chromogenic media. Identification to species level, antibiotic susceptibility testing and minimum inhibitory concentrations (MIC) was determined with the Vitek 2 compact. Polymerase chain reaction (PCR) was used to confirm presence of resistance genes. Out of 817 specimens, 25 (3%) Enterococcus isolates, comprising 22 Enterococcus faecalis and 3 Enterococcus faecium, were Vancomycin resistant as shown by chromogenic media and Vitek 2 compact. VanB genes were confirmed by PCR with most isolates coming from urine, followed by pus then blood. Some isolates were resistant to Penicillin, Ampicillin and Clindamycin, with none being resistant to nitrofurantoin. More enterococci were isolated from urine compared to pus and blood, with most patients affected being aged between 28 and 46. More women were affected as compared to men. Brilliance chromogenic media was accurate in detection of VRE, as was PCR in confirming presence of resistance genes from the isolates. Vancomycin resistant Enterococci were isolated, with the main isolate being E. faecalis as compared to E. faecium. VanB genes were detected by PCR. The study showed presence of multidrug resistant VRE. There is need for determination of risk factors and regular surveillance of antimicrobial susceptibilities for VRE. Keywords: Vancomycin resistant enterococci, Chromogenic media, Glycopeptide antibiotics, Polymerase chain reaction","Kaziwe, Simpokolwe",2020-07-08T11:42:44Z; 2020-07-08T11:42:44Z; 2019,,Vancomycin resistant enterococci; Chromogenic media; Glycopeptide antibiotics; Polymerase chain reaction,,Education,https://dspace.unza.zm/server/oai/request,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/1253,,Communication tools used and their perceived effectiveness in disseminating HIV/AIDS messages for the workforce in ZAMTEL,"The report is as a result of the study on HIV/AIDS communication tools used by Zambia telecommunication company (Zamtel). Zamtel as a communication company aims at providing cost effective, comprehensive and high quality telecommunication facilities and services to its customers. The impact of the HIV/AIDS pandemic has not spared Zamtel. HIV/AIDS infectious related diseases have adversely increased costs such as cost of health care, funeral costs, cost of training and recruiting workers to replace the ill and dying, medical retirement and insurance costs among others. The hindrance to the fight against HIV/AIDS is lack of effective communication tools about the disease. However, Zamtel, is responding to the HIV/AIDS challenges in different ways. Some of the approaches include work place policies and programmes, undertaking extensive prevention and education efforts within their own operations and using effective communication channels as proactive measures designed to limit the spread of HIV/AIDS and its effects among the employees. The study intended to establish the communication tools used and their perceived effectiveness in disseminating HIV/AIDS messages for the workforce in Zamtel. For that reason, the report presents communication tools used such as workshops, seminars, magazines distribution, health talks, interpersonal communication and electronic media to disseminate HIV/AIDS information to employees. The findings showed that the majority of the respondents, 69.1 percent, revealed that the HIV/AIDS communication dissemination methods used by Zamtel were effective but the degree of effectiveness varied. Ultimately, the report presents recommendations for the future basing on the analysis of the findings of the study. Among the recommendations are that, Zamtel to seriously train peer educators among employees who will confidently and effectively disseminate HIV/AIDS information, Zamtel to use employees who have opened up living with HIV/AIDS to give testimony to help in behavioural change and also Zamtel to incorporate HIV/AIDS information during departmental meetings with staff.","Nyundu, William",2012-05-07T15:07:09Z; 2012-05-07T15:07:09Z; 2012-05-07,,Communication -- ZAMTEL -- Zambia; HIV infections -- ZAMTEL -- Zambia; AIDS (disease),,Health,https://dspace.unza.zm/server/oai/request,Health
UNZA DSpace,oai:dspace.unza.zm:123456789/6114,,,,,,,,,Uncategorized,https://dspace.unza.zm/server/oai/request,Uncategorized
UNZA DSpace,oai:dspace.unza.zm:123456789/1997,,The Language of initial Literacy in a Cosmopolitan Enviroment: A Case of Cinyanja in Lusaka District,"The language-in-education policy in Zambia is that in grade one, the language of instruction for initial literacy is the familiar local language spoken in an area. From grade two onwards, the language of instruction is English. However, there are regions such as Lusaka which is cosmopolitan; with so many people from different ethnic backgrounds yet Cinyanja is the language of initial literacy based on the assumption that it is the language of play in the district.It was from this background that a study was conducted. The purpose of the study was to find out if Cinyanja was appropriate for use as a language of initial literacy in Lusaka considering the fact that Lusaka was a cosmopolitan environment.The research design was a case study. Both qualitative and quantitative methods of data collection were used. Interview guides, lesson observation checklists and a familiar language test were administered.The target population consisted of all the government basic schools in Lusaka District, all the grade one teachers and all the grade one pupils. The sample consisted of 6 basic schools, 6 head teachers, 38 grade one teachers, 120 pupils from the 6 schools were tested and all the grade one pupils in the 6 sampled schools were part of the sample. The data was analysed qualitatively. It was grouped into identified themes according to research objectives.The findings revealed that Cinyanja was the language of play in high and medium density areas and the dominant language of play in the low density area was English. However, other languages such as Bemba, Tonga and Nsenga were also spoken by children during play.","Mwanza, David Sani",2012-12-20T14:55:51Z; 2012-12-20T14:55:51Z; 2012-12-20,,Literacy programs,,"Science, Technology, and Innovation",https://dspace.unza.zm/server/oai/request,"Science, Technology, and Innovation"
UNZA DSpace,oai:dspace.unza.zm:123456789/3945,,Economic Introspection: The cure for Africa's trade and general economic malaise: A critical analysis of the constraints in the generalised system of preferences as it relates to Africa,"Third world countries have always sought to be treated exclusively in international trade, receiving concessions to prop up their economies and pressing for every exception imaginable to be forwarded to them to make their international trade prospects brighter.
The GATT as an instrument seeking to regulate international trade has been criticised by third world countries for expecting them to trade on an equal basis with developed economies. This among other things for instance led to the inclusion in the Havana charter article fifteen which provided that new preferences could be granted in the interest of development or reconstruction of one or more of the parties to the GATT. Further part four of the GATT was also included to recognise the peculiar development needs of L.D.Cs. To that end many exceptions to the egalitarian principal underlying the GATT have been formulated over the years, but still many developing countries are not happy with these concessions.This paper attempts to sample the L.D.Cs complaints vis-a-vis the operation of the generalised system of preferences with a deliberate emphasis on Africa which continent is of obvious interest to the writer.
The paper attempts to show that even though Africa may be mistreated or mocked by a system such as the G.S.P, there is a way of benefiting from it especially one of close intra African economic co-operation which would enable Africa to give a formidable front in international trade.
Chapter one, ""Towards the G.S.P"" is an attempt to trace the genesis of the GATT outlining its principal tenets and proceeding to epitomise the genesis of the G.S.P.Chapter two attempts to study the nature of the G.S.P and also to identify some of the weaknesses which disadvantage third world countries but seek to show that despite these the G.S.P could still be exploited to Africa's advantage.
Chapter three is an attempt to discuss economic co¬operation in some depth with a view to justifying the assertion that economic co-operation could solve some of Africa's mistreatment on the international market scene and proceed to identify some efforts at economic co-operation and also some defects in the same and so
suggest how we think efficacious economic co-operation could be attained.The last chapter seeks to conclude the matter by recapulating the defects pointed out in the G.S.P and seek to show how benefits could still be derived from the G.S.P. or else show that Africa is could still be economically viable with or without the G.S.P.","Nchito, Mutembo",2015-06-15T15:09:18Z; 2015-06-15T15:09:18Z; 2015-06-15,https://dspace.unza.zm/bitstreams/551fd3c6-a122-4498-be88-e10c7b33906a/download,General agreement on trade-Africa; Commerce; Economic development-Africa; Africa-Economic Conditions,,Uncategorized,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/3945,Uncategorized
UNZA DSpace,oai:dspace.unza.zm:123456789/798,,"Acceptability of Antiretroviral Drugs among adults living in Chawama, Lusaka","Acceptability of Antiretrovirals (ARVs) has been found to be associated with several factors. In this study we investigated the level of willingness among adults living in Chawama and factors likely to be associated with willingness to taking ARVs
This was a cross sectional study. Only eligible adults 18 years and above were recruited by a simple random sampling. A structured questionnaire was used to collect data socio-demographic and other factors likely to influence willingness The Chi square test was used to determine association between variables of interest and multivariate analysis was performed to determine predictors of willingness
Overall (n=409), 52.8% females and 46.9% males participated in the study. The non response rate was less than 1%. Overall (n=409), 52.8% females and 46.9% males participated in this study. The non response rate was less than 1%. A high level of willingness was observed with more than 50% of participants willing to take ARVs if they were found legible for ART. The mean age of participants was 31 years (SD±11.60). Some of the key factors that were found significantly associated with willingness were, the aspect of being male or female [OR: 2.27 (95%CI, 1.10 - 4.70)] with females being more likely to be willing than males, the perceived effectiveness of ARVs [OR: 3.50(1.71 - 7.82))], the need for consent to begin ARV treatment [OR: 1.30(95% CI, 1.40-2.72)] with females being more likely to needing consent than men, and fear of discrimination [OR: 2.47(95% CI,1.22 – 5.00)]
A high willingness to take Antiretroviral drugs among community members was observed but there is need to increase intervention programs that promote acceptability and uptake of ARVs. Furthermore stigmatizing attitudes, gender and socio-cultural influences towards people taking ARVs still persist and interventions to reduce these influences are needed.","Munthali, Sharon C.",2011-11-09T08:57:51Z; 2011-11-09T08:57:51Z; 2011-11-09,https://dspace.unza.zm/bitstreams/d8fb6a32-3a63-409c-8dda-3a043f950527/download,:  	  HIV/AIDS--- treatment; Antiretroviral treatment,,Gender and Development,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/798,Gender and Development
UNZA DSpace,oai:dspace.unza.zm:123456789/3073,,Humanities Exams 2001-2002,past exams for the school of Humanities and social sciences second semester 2001-2002,University of Zambia,2013-11-19T09:00:02Z; 2013-11-19T09:00:02Z; 2013-11-19,https://dspace.unza.zm/bitstreams/f09bb866-8eda-4502-bf8d-c3a82beb86b0/download,Humanities and Social Sciences; 2001-2002; Second Semester; Exam,,Education,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/3073,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/4728,,"Evaluation of Vitamin B12 and Folate Levels in Megaloblastic Anaemia,Diagnosed Morphologically,at the University Teaching Hospital,lusaka,Zambia","Master of Science degree in Pathology (Haematology); Vitamin B12 and folate deficiency is a well-known health problem.
Deficiencies of folic acid and vitamin B12 are known to cause megaloblastic anaemia,
which is characterised by presence of abnormally large erythrocyte precursor cells,
megaloblasts, in the bone marrow and macrocytic red cells in the peripheral blood. These
megaloblasts arise because of impaired deoxyribonucleic acid (DNA) synthesis followed
by ineffective erythropoiesis. However, vitamin B12 or folate levels have not been
described in Zambia, whether normal levels or in relation to anaemia.
The study aimed to determine vitamin B12 and folate levels in megaloblastic
anaemia, diagnosed morphologically, in patients at the University Teaching.
This was a case control study which was undertaken at the
University Teaching Hospital (UTH) in Lusaka, Zambia. Full blood count (FBC),
Peripheral smears and ELISA were assessed on blood samples received from
megaloblastic anaemia and non-anaemic patients. The age range was between 18 – 54
years (Mean age-31 years). Among the 40 megaloblastic patients, 35% (14/40) were male
and 65% (26/40) were female with a male to female ratio of 1:1.9. Full blood count and
peripheral smear findings revealed that bicytopenia was present in 22.5% (9/40) and
pancytopenia in 72.5% (29/40) patients. Furthermore, the results showed megaloblastic
anaemia participants had statistically significant lower median vitamin B12 concentration
175 (150-333)pg/ml than non-anaemic control participants 299.5 (238-571)pg/ml
=0.0001. Megaloblastic anaemia participants also had a statistically significant lower
folate concentration (12.32± 2.28 ng/ml) than non-anaemic control participants (19.28 ±
2.84 ng/ml) =0.029. Of the megaloblastic anaemia patients, vitamin B12 deficiency was
in 60% (24/40), pure folate deficiency in 30% (12/40) and combined deficiency was
observed in 15% (6/40) patients. A weak negative correlation was found between vitamin
B12 and mean corpuscular volume but statistically significant (r= 0.0278, =0.001).
However, there was no statistical significant correlation between folate and mean
corpuscular volume (r = 0.098, = 0.326).
This study shows that majority of patients with megaloblastic anaemia,
diagnosed morphologically, at the University Teaching Hospital have a deficiency of
vitamin B12 deficiency.","Ndhlovu, Jacob",2017-07-25T13:44:57Z; 2017-07-25T13:44:57Z; 2016,https://dspace.unza.zm/bitstreams/f2ddf176-0b9d-47d4-a6d0-2d9ed729ef3c/download,Vitamin B12 deficiency.; Folic acid deficiency.,,Education,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/4728,Education
UNZA DSpace,oai:dspace.unza.zm:123456789/8436,,Detection of virulence genes and antimicrobial resistance genes in staphylococci isolated at Malamulo hospital in Malawi.,"Thesis of Master of Science in One Health Laboratory Diagnostics Sciences; Staphylococci associated morbidities and mortalities have been on the rise in Malawi due to paucity of molecular AMR surveillance data critical for improved patient care. This retrospective laboratory-based study was conducted at Malamulo Hospital, a sentinel AMR surveillance site in Malawi under Fleming fund. The study aimed at detecting selected virulence and AMR genes in 36 Staphylococci bacteria stocked between December 2021 and May 2022 for a molecular AMR surveillance. Sample source types included blood (16), urine (14), pus (three), skin wedge (one), pleural fluid (one), and ascitic fluid (one). Patients age categories recorded were 12 paediatrics, 19 young adults, two middle aged adults and three elderly adults. The nuc, spa and coa genes were used to detect and identify S. aureus species. Disc diffusion susceptibility test was used to determine antimicrobial susceptibility levels. PCR was performed to detect antimicrobial resistance genes (mecA, ermA, ermB, ermC, tetK, tetL, tetM and tetO) and virulence genes (PVL (lukS-PV and lukF-PV), splA, splB, splC, splD, splE, and splF) respectively. The spa gene was sequenced after which Spa typing was also done. Descriptive statistics were used for analysis. From the sample source types, the proportion of PCR confirmed S. aureus was 38.9% (14/36) and 61.1% (22/36) were other Staphylococci. Noteworthy disc diffusion antimicrobial resistance levels in the study were against trimethoprim/sulfathomexazole (50%) and MDR-MRSA (three S. aureus isolates). Antimicrobial resistance genes detected included tetK (57.1%), mecA (14.3%) and tetM (7.1%). The splA, splB, splC, splD, splE and splF genes were detected in 86% (12/14) of confirmed S. aureus isolates. PVL (lukS-PV and lukF-PV) gene was detected in four S. aureus isolates. Spa type t941 was common at 33.3% (3/9) and an unknown spa type was detected. These findings indicate probable life-threatening infections caused by virulent, multidrug and methicillin resistant S. aureus of several spa lineages among patients at Malamulo Hospital. Hence a call for molecular epidemiology and molecular characterization studies preferably using whole genome sequencing tools at Malamulo Hospital in Malawi for more insights into the S. aureus infections.","Taika, Wilfred",2024-02-26T12:57:22Z; 2024-02-26T12:57:22Z; 2022,https://dspace.unza.zm/bitstreams/33d6519b-7d15-45ab-9de9-246650e93c3d/download,,,Health,https://dspace.unza.zm/server/oai/request;https://dspace.unza.zm/handle/123456789/8436,Health
UNZA DSpace,oai:dspace.unza.zm:123456789/8080,,Genetic analysis of cowpea (Vigna unguiculata L. WALP) agronomic variables in phosphorus limiting soil.,"Thesis; Cowpea is an important cultivated grain legume pulse, vegetable and fodder crop of
African origin. However, yields have been characteristically low as a result of both 
abiotic and biotic stresses. Among the abiotic stresses, yield losses due to phosphorus 
(P) deficiency is an important factor. Identification and selection of cowpea 
genotypes possessing suitable agronomic traits is key for cultivar design and 
development to increase production. Accordingly, genetic improvement in cowpea 
aims to develop cultivars with improved grain yields and tolerance to abiotic and 
biotic stress factors. The objectives of the study were to (i) identify high yielding 
cowpea genotypes when exposed to P-limiting soil, (ii) determine the cowpea 
heritability response of yield and its associated variables when exposed to P-limiting 
soil and (iii) identify the variables with high discriminating capability among cowpea 
genotypes in P-limiting soil. Twenty cowpea genotypes comprising of twelve crosses 
and eight progenitors were evaluated for agronomic variables performance in P limited soil at the University of Zambia Greenhouse in Lusaka. The experiment was 
arranged as a two set experiment (i.e. applied rate of i) 0kg P2O5 /ha and ii) 60kg 
P2O5/ha [a control]) and laid as a completely randomized design (CRD) with 3 
replications. Comparisons using a paired t- test revealed a significant increase in 
performance in a control (60kg P2O5 /ha) for all measured variables across genotypes 
when compared to a 0 Kg P2O5 / ha experimental set. In this study, genotype [LT 11-
3-3-12] and a cross [LT 3-8-4-1 X LT 11-5-1-1] were identified as the highest 
performers exhibiting a mean yield of 1994.90 kg/ha and 1984 kg/ha respectively in 
a P-limiting soil. The narrow sense heritability for measured variables ranged from
11- 35 % and 12 -72% for 0 Kg P2O5 and 60 Kg P2O5 experimental set respectively. 
The highest narrow sense heritability scores in a limiting P experimental set were for 
pod length (h2= 0.35) and root biomass (h2= 0.28) while in the control set the 
variable yield (h2= 0.72) had the highest score. Variables plant biomass, root 
biomass, number of pods and pod length were identified as ideal at discriminating 
genotypic performance responses in P- limiting soil. These findings imply that high yielding cowpea genotypes with acceptable P deficiency can be developed.
Keywords: Cowpea, yield, phosphorus, discriminating, principal component analysis, 
Heritability","Chikalipa, Emmanuel",2023-07-21T07:54:16Z; 2023-07-21T07:54:16Z; 2023,https://dspace.unza.zm/bitstreams/2cf78251-8dcb-40fe-8925-4f4122cb3e14/download,Cowpea--Farming.; Cowpea--Production.; Cowpea genotypes.; Cowpeas.,,Agriculture,https://dspace.unza.zm/server/oai/request;http://dspace.unza.zm/handle/123456789/8080,Agriculture
